Timeframe,Prediction,Accuracy,Precision,Recall,F1_Score,Hit_Rate,Long_Average_RoR,Long_Investment,Long_Returns,Long_RoR,Short_Average_RoR,Short_Investment,Short_Returns,Short_RoR,Total_Investment,Total_Returns,Total_RoR
7.0,1.0,0.6440677966101694,0.48484848484848486,0.3902439024390244,0.4324324324324324,0.6440677966101694,0.0009012619586795587,9900.0,10159.38032934838,1.0262000332675132,-0.0002100654167311845,25500.0,22880.895399169116,0.8972900156536908,35400.0,32686.05964364724,0.9233350181821255
7.0,5.0,0.5828571428571429,0.5921052631578947,0.5172413793103449,0.5521472392638038,0.5828571428571429,0.00412070361752942,15200.0,16811.201615229347,1.1060001062650886,-1.7889275690741518e-05,19800.0,19188.223924017977,0.9691022183847463,35000.0,38129.389234765484,1.0894111209932995
14.0,1.0,0.6282420749279539,0.44680851063829785,0.35294117647058826,0.3943661971830986,0.6282420749279539,0.0006377701085982791,9400.0,10319.907018834014,1.0978624488121291,-0.00016591670858454084,25300.0,24365.567199897327,0.9630658972291434,34700.0,36641.00926781892,1.0559368665077498
14.0,5.0,0.4752186588921283,0.45528455284552843,0.33136094674556216,0.3835616438356165,0.4752186588921283,-0.0024322488424935894,12300.0,11848.134394769248,0.9632629589243291,-0.003810879080275648,22000.0,18970.929941514652,0.8623149973415751,34300.0,28968.878101518152,0.8445737055836195
30.0,1.0,0.649546827794562,0.47692307692307695,0.2743362831858407,0.348314606741573,0.649546827794562,0.000572328655934943,6500.0,6498.693011172862,0.9997989247958249,-0.0001453681496523506,26600.0,23239.674018592497,0.8736719555861842,33100.0,28944.05286617186,0.8744426847786061
30.0,5.0,0.5718654434250765,0.5645161290322581,0.44871794871794873,0.5,0.5718654434250765,0.0039050964962337844,12400.0,13926.119041130818,1.1230741162202273,0.001112863493260274,20300.0,19907.943909365535,0.9806868920869721,32700.0,36506.83327999694,1.1164169198775824
